time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,new_la_code,la_name,old_la_code,characteristic_grouping,pupil_characteristic,setting_type,pupils
202223,Academic year,Local authority,E92000001,England,E12000002,North West,E06000009,Blackpool,890,Placement Reason,Off-site placement for behavioural support,Education setting with URN,76
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E10000028,Staffordshire,860,Placement Reason,Medical condition (physical health need),Education setting with URN,2
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000025,Birmingham,330,Placement Reason,Suspension,Education setting with URN,3
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000015,Harrow,310,Placement Reason,Other,Education setting with URN,2
202223,Academic year,Local authority,E92000001,England,E12000002,North West,E10000006,Cumbria,909,Placement Reason,Off-site placement for behavioural support,One on one tuition,14
202223,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E10000019,Lincolnshire,925,Placement Reason,Other,Registered provider with UKPRN,2
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E06000051,Shropshire,893,Placement Reason,Off-site placement for behavioural support,Other unregistered provider,26
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E10000032,West Sussex,938,Placement Reason,Off-site placement for behavioural support,Other unregistered provider,18
202223,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000003,Cambridgeshire,873,Placement Reason,Other,Registered provider with UKPRN,1
202223,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000035,Leeds,383,Placement Reason,Medical condition (mental health need),Other unregistered provider,10
202223,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000033,Southend-on-Sea,882,Placement Reason,Medical condition (mental health need),One on one tuition,3
202223,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000034,Kirklees,382,Placement Reason,Permanent exclusion (where still going through the review process),Education setting with URN,4
202223,Academic year,Local authority,E92000001,England,E12000009,South West,E06000022,Bath and North East Somerset,800,Placement Reason,Off-site placement for behavioural support,Non-maintained further education college,1
202223,Academic year,Local authority,E92000001,England,E12000001,North East,E06000002,Middlesbrough,806,Placement Reason,Suspension,Other unregistered provider,1
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E06000060,Buckinghamshire,825,Placement Reason,Off-site placement for behavioural support,Education setting with URN,119
202223,Academic year,Local authority,E92000001,England,E12000009,South West,E10000008,Devon,878,Placement Reason,Other,Total,98
202223,Academic year,Local authority,E92000001,England,E12000009,South West,E10000008,Devon,878,Placement Reason,Permanent exclusion (where still going through the review process),Total,2
202223,Academic year,Local authority,E92000001,England,E12000009,South West,E06000026,Plymouth,879,Placement Reason,Medical condition (mental health need),Total,18
202223,Academic year,Local authority,E92000001,England,E12000009,South West,E06000026,Plymouth,879,Placement Reason,Medical condition (physical health need),Total,4
202223,Academic year,Local authority,E92000001,England,E12000009,South West,E06000026,Plymouth,879,Placement Reason,Off-site placement for behavioural support,Total,38
202223,Academic year,Local authority,E92000001,England,E12000009,South West,E06000026,Plymouth,879,Placement Reason,Other,Total,53
202223,Academic year,Local authority,E92000001,England,E12000009,South West,E06000026,Plymouth,879,Placement Reason,Permanent exclusion (where still going through the review process),Total,1
202223,Academic year,Local authority,E92000001,England,E12000009,South West,E06000027,Torbay,880,Placement Reason,Medical condition (mental health need),Total,48
202223,Academic year,Local authority,E92000001,England,E12000009,South West,E06000027,Torbay,880,Placement Reason,Medical condition (physical health need),Total,4
202223,Academic year,Local authority,E92000001,England,E12000009,South West,E06000027,Torbay,880,Placement Reason,Off-site placement for behavioural support,Total,11
202223,Academic year,Local authority,E92000001,England,E12000009,South West,E06000027,Torbay,880,Placement Reason,Other,Total,24
202223,Academic year,Local authority,E92000001,England,E12000009,South West,E06000027,Torbay,880,Placement Reason,Permanent exclusion (where still going through the review process),Total,1
202223,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000012,Essex,881,Placement Reason,Medical condition (mental health need),Total,162
202223,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000012,Essex,881,Placement Reason,Medical condition (physical health need),Total,16
202223,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000012,Essex,881,Placement Reason,Off-site placement for behavioural support,Total,343
202223,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000012,Essex,881,Placement Reason,Other,Total,131
202223,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000012,Essex,881,Placement Reason,Permanent exclusion (where still going through the review process),Total,3
202223,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000012,Essex,881,Placement Reason,Suspension,Total,3
202223,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000033,Southend-on-Sea,882,Placement Reason,Medical condition (mental health need),Total,12
202223,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000033,Southend-on-Sea,882,Placement Reason,Off-site placement for behavioural support,Total,37
202223,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000033,Southend-on-Sea,882,Placement Reason,Other,Total,16
202223,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000034,Thurrock,883,Placement Reason,Medical condition (mental health need),Total,4
202223,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000034,Thurrock,883,Placement Reason,Medical condition (physical health need),Total,3
202223,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000034,Thurrock,883,Placement Reason,Off-site placement for behavioural support,Total,20
202223,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000034,Thurrock,883,Placement Reason,Other,Total,1
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E06000019,"Herefordshire, County of",884,Placement Reason,Medical condition (mental health need),Total,15
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E06000019,"Herefordshire, County of",884,Placement Reason,Medical condition (physical health need),Total,2
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E06000019,"Herefordshire, County of",884,Placement Reason,Off-site placement for behavioural support,Total,33
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E06000019,"Herefordshire, County of",884,Placement Reason,Other,Total,34
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E06000019,"Herefordshire, County of",884,Placement Reason,Permanent exclusion (where still going through the review process),Total,1
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E10000034,Worcestershire,885,Placement Reason,Medical condition (mental health need),Total,62
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E10000034,Worcestershire,885,Placement Reason,Medical condition (physical health need),Total,9
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E10000034,Worcestershire,885,Placement Reason,Off-site placement for behavioural support,Total,146
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E10000034,Worcestershire,885,Placement Reason,Other,Total,38
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E10000016,Kent,886,Placement Reason,Medical condition (mental health need),Total,70
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E10000016,Kent,886,Placement Reason,Medical condition (physical health need),Total,15
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E10000016,Kent,886,Placement Reason,Off-site placement for behavioural support,Total,271
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E10000016,Kent,886,Placement Reason,Other,Total,57
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E06000035,Medway,887,Placement Reason,Medical condition (mental health need),Total,8
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E06000035,Medway,887,Placement Reason,Medical condition (physical health need),Total,5
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E06000035,Medway,887,Placement Reason,Off-site placement for behavioural support,Total,28
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E06000035,Medway,887,Placement Reason,Other,Total,11
202223,Academic year,Local authority,E92000001,England,E12000002,North West,E10000017,Lancashire,888,Placement Reason,Medical condition (mental health need),Total,81
202223,Academic year,Local authority,E92000001,England,E12000002,North West,E10000017,Lancashire,888,Placement Reason,Medical condition (physical health need),Total,9
202223,Academic year,Local authority,E92000001,England,E12000002,North West,E10000017,Lancashire,888,Placement Reason,Off-site placement for behavioural support,Total,345
202223,Academic year,Local authority,E92000001,England,E12000002,North West,E10000017,Lancashire,888,Placement Reason,Other,Total,97
202223,Academic year,Local authority,E92000001,England,E12000002,North West,E10000017,Lancashire,888,Placement Reason,Permanent exclusion (where still going through the review process),Total,41
202223,Academic year,Local authority,E92000001,England,E12000002,North West,E10000017,Lancashire,888,Placement Reason,Suspension,Total,2
202223,Academic year,Local authority,E92000001,England,E12000002,North West,E06000008,Blackburn with Darwen,889,Placement Reason,Medical condition (mental health need),Total,20
202223,Academic year,Local authority,E92000001,England,E12000002,North West,E06000008,Blackburn with Darwen,889,Placement Reason,Medical condition (physical health need),Total,1
202223,Academic year,Local authority,E92000001,England,E12000002,North West,E06000008,Blackburn with Darwen,889,Placement Reason,Off-site placement for behavioural support,Total,107
202223,Academic year,Local authority,E92000001,England,E12000002,North West,E06000008,Blackburn with Darwen,889,Placement Reason,Other,Total,67
202223,Academic year,Local authority,E92000001,England,E12000002,North West,E06000008,Blackburn with Darwen,889,Placement Reason,Permanent exclusion (where still going through the review process),Total,1
202223,Academic year,Local authority,E92000001,England,E12000002,North West,E06000009,Blackpool,890,Placement Reason,Medical condition (mental health need),Total,15
202223,Academic year,Local authority,E92000001,England,E12000002,North West,E06000009,Blackpool,890,Placement Reason,Medical condition (physical health need),Total,5
202223,Academic year,Local authority,E92000001,England,E12000002,North West,E06000009,Blackpool,890,Placement Reason,Off-site placement for behavioural support,Total,104
202223,Academic year,Local authority,E92000001,England,E12000002,North West,E06000009,Blackpool,890,Placement Reason,Other,Total,17
202223,Academic year,Local authority,E92000001,England,E12000002,North West,E06000009,Blackpool,890,Placement Reason,Permanent exclusion (where still going through the review process),Total,1
202223,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E10000024,Nottinghamshire,891,Placement Reason,Medical condition (mental health need),Total,73
202223,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E10000024,Nottinghamshire,891,Placement Reason,Medical condition (physical health need),Total,6
202223,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E10000024,Nottinghamshire,891,Placement Reason,Off-site placement for behavioural support,Total,326
202223,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E10000024,Nottinghamshire,891,Placement Reason,Other,Total,37
202223,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E10000024,Nottinghamshire,891,Placement Reason,Permanent exclusion (where still going through the review process),Total,10
202223,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E10000024,Nottinghamshire,891,Placement Reason,Suspension,Total,2
202223,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E06000018,Nottingham,892,Placement Reason,Medical condition (mental health need),Total,13
202223,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E06000018,Nottingham,892,Placement Reason,Medical condition (physical health need),Total,2
202223,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E06000018,Nottingham,892,Placement Reason,Off-site placement for behavioural support,Total,348
202223,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E06000018,Nottingham,892,Placement Reason,Other,Total,39
202223,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E06000018,Nottingham,892,Placement Reason,Suspension,Total,6
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E06000051,Shropshire,893,Placement Reason,Medical condition (mental health need),Total,50
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E06000051,Shropshire,893,Placement Reason,Medical condition (physical health need),Total,3
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E06000051,Shropshire,893,Placement Reason,Off-site placement for behavioural support,Total,86
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E06000051,Shropshire,893,Placement Reason,Other,Total,88
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E06000020,Telford and Wrekin,894,Placement Reason,Medical condition (mental health need),Total,19
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E06000020,Telford and Wrekin,894,Placement Reason,Medical condition (physical health need),Total,2
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E06000020,Telford and Wrekin,894,Placement Reason,Off-site placement for behavioural support,Total,125
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E06000020,Telford and Wrekin,894,Placement Reason,Other,Total,20
202223,Academic year,Local authority,E92000001,England,E12000002,North West,E06000049,Cheshire East,895,Placement Reason,Medical condition (mental health need),Total,4
202223,Academic year,Local authority,E92000001,England,E12000002,North West,E06000049,Cheshire East,895,Placement Reason,Off-site placement for behavioural support,Total,50
202223,Academic year,Local authority,E92000001,England,E12000002,North West,E06000049,Cheshire East,895,Placement Reason,Other,Total,15
202223,Academic year,Local authority,E92000001,England,E12000002,North West,E06000049,Cheshire East,895,Placement Reason,Suspension,Total,1
202223,Academic year,Local authority,E92000001,England,E12000002,North West,E06000050,Cheshire West and Chester,896,Placement Reason,Medical condition (mental health need),Total,26
202223,Academic year,Local authority,E92000001,England,E12000002,North West,E06000050,Cheshire West and Chester,896,Placement Reason,Medical condition (physical health need),Total,1
202223,Academic year,Local authority,E92000001,England,E12000002,North West,E06000050,Cheshire West and Chester,896,Placement Reason,Off-site placement for behavioural support,Total,61
202223,Academic year,Local authority,E92000001,England,E12000002,North West,E06000050,Cheshire West and Chester,896,Placement Reason,Other,Total,37
202223,Academic year,Local authority,E92000001,England,E12000009,South West,E06000052,Cornwall,908,Placement Reason,Medical condition (mental health need),Total,44
202223,Academic year,Local authority,E92000001,England,E12000009,South West,E06000052,Cornwall,908,Placement Reason,Medical condition (physical health need),Total,12
202223,Academic year,Local authority,E92000001,England,E12000009,South West,E06000052,Cornwall,908,Placement Reason,Off-site placement for behavioural support,Total,87
202223,Academic year,Local authority,E92000001,England,E12000009,South West,E06000052,Cornwall,908,Placement Reason,Other,Total,20
202223,Academic year,Local authority,E92000001,England,E12000009,South West,E06000052,Cornwall,908,Placement Reason,Permanent exclusion (where still going through the review process),Total,4
202223,Academic year,Local authority,E92000001,England,E12000009,South West,E06000052,Cornwall,908,Placement Reason,Suspension,Total,6
202223,Academic year,Local authority,E92000001,England,E12000002,North West,E10000006,Cumbria,909,Placement Reason,Medical condition (mental health need),Total,50
202223,Academic year,Local authority,E92000001,England,E12000002,North West,E10000006,Cumbria,909,Placement Reason,Medical condition (physical health need),Total,5
202223,Academic year,Local authority,E92000001,England,E12000002,North West,E10000006,Cumbria,909,Placement Reason,Off-site placement for behavioural support,Total,87
202223,Academic year,Local authority,E92000001,England,E12000002,North West,E10000006,Cumbria,909,Placement Reason,Other,Total,48
202223,Academic year,Local authority,E92000001,England,E12000002,North West,E10000006,Cumbria,909,Placement Reason,Permanent exclusion (where still going through the review process),Total,3
202223,Academic year,Local authority,E92000001,England,E12000009,South West,E10000013,Gloucestershire,916,Placement Reason,Medical condition (mental health need),Total,52
202223,Academic year,Local authority,E92000001,England,E12000009,South West,E10000013,Gloucestershire,916,Placement Reason,Medical condition (physical health need),Total,14
202223,Academic year,Local authority,E92000001,England,E12000009,South West,E10000013,Gloucestershire,916,Placement Reason,Off-site placement for behavioural support,Total,83
202223,Academic year,Local authority,E92000001,England,E12000009,South West,E10000013,Gloucestershire,916,Placement Reason,Other,Total,29
202223,Academic year,Local authority,E92000001,England,E12000009,South West,E10000013,Gloucestershire,916,Placement Reason,Permanent exclusion (where still going through the review process),Total,5
202223,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000015,Hertfordshire,919,Placement Reason,Medical condition (mental health need),Total,62
202223,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000015,Hertfordshire,919,Placement Reason,Medical condition (physical health need),Total,7
202223,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000015,Hertfordshire,919,Placement Reason,Off-site placement for behavioural support,Total,253
202223,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000015,Hertfordshire,919,Placement Reason,Other,Total,74
202223,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000015,Hertfordshire,919,Placement Reason,Permanent exclusion (where still going through the review process),Total,5
202223,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000015,Hertfordshire,919,Placement Reason,Suspension,Total,5
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E06000046,Isle of Wight,921,Placement Reason,Medical condition (mental health need),Total,22
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E06000046,Isle of Wight,921,Placement Reason,Medical condition (physical health need),Total,9
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E06000046,Isle of Wight,921,Placement Reason,Off-site placement for behavioural support,Total,38
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E06000046,Isle of Wight,921,Placement Reason,Other,Total,19
202223,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E10000019,Lincolnshire,925,Placement Reason,Medical condition (mental health need),Total,56
202223,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E10000019,Lincolnshire,925,Placement Reason,Medical condition (physical health need),Total,14
202223,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E10000019,Lincolnshire,925,Placement Reason,Off-site placement for behavioural support,Total,101
202223,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E10000019,Lincolnshire,925,Placement Reason,Other,Total,5
202223,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E10000019,Lincolnshire,925,Placement Reason,Permanent exclusion (where still going through the review process),Total,3
202223,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000020,Norfolk,926,Placement Reason,Medical condition (mental health need),Total,69
202223,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000020,Norfolk,926,Placement Reason,Medical condition (physical health need),Total,10
202223,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000020,Norfolk,926,Placement Reason,Off-site placement for behavioural support,Total,132
202223,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000020,Norfolk,926,Placement Reason,Other,Total,95
202223,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000020,Norfolk,926,Placement Reason,Permanent exclusion (where still going through the review process),Total,5
202223,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000020,Norfolk,926,Placement Reason,Suspension,Total,1
202223,Academic year,Local authority,E92000001,England,E12000001,North East,E06000057,Northumberland,929,Placement Reason,Medical condition (mental health need),Total,39
202223,Academic year,Local authority,E92000001,England,E12000001,North East,E06000057,Northumberland,929,Placement Reason,Medical condition (physical health need),Total,2
202223,Academic year,Local authority,E92000001,England,E12000001,North East,E06000057,Northumberland,929,Placement Reason,Off-site placement for behavioural support,Total,170
202223,Academic year,Local authority,E92000001,England,E12000001,North East,E06000057,Northumberland,929,Placement Reason,Other,Total,28
202223,Academic year,Local authority,E92000001,England,E12000001,North East,E06000057,Northumberland,929,Placement Reason,Permanent exclusion (where still going through the review process),Total,8
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E10000025,Oxfordshire,931,Placement Reason,Medical condition (mental health need),Total,95
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E10000025,Oxfordshire,931,Placement Reason,Medical condition (physical health need),Total,8
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E10000025,Oxfordshire,931,Placement Reason,Off-site placement for behavioural support,Total,205
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E10000025,Oxfordshire,931,Placement Reason,Other,Total,91
202223,Academic year,Local authority,E92000001,England,E12000009,South West,E10000027,Somerset,933,Placement Reason,Medical condition (mental health need),Total,36
202223,Academic year,Local authority,E92000001,England,E12000009,South West,E10000027,Somerset,933,Placement Reason,Medical condition (physical health need),Total,14
202223,Academic year,Local authority,E92000001,England,E12000009,South West,E10000027,Somerset,933,Placement Reason,Off-site placement for behavioural support,Total,196
202223,Academic year,Local authority,E92000001,England,E12000009,South West,E10000027,Somerset,933,Placement Reason,Other,Total,83
202223,Academic year,Local authority,E92000001,England,E12000009,South West,E10000027,Somerset,933,Placement Reason,Permanent exclusion (where still going through the review process),Total,8
202223,Academic year,Local authority,E92000001,England,E12000009,South West,E10000027,Somerset,933,Placement Reason,Suspension,Total,1
202223,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000029,Suffolk,935,Placement Reason,Medical condition (mental health need),Total,83
202223,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000029,Suffolk,935,Placement Reason,Medical condition (physical health need),Total,8
202223,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000029,Suffolk,935,Placement Reason,Off-site placement for behavioural support,Total,224
202223,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000029,Suffolk,935,Placement Reason,Other,Total,48
202223,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000029,Suffolk,935,Placement Reason,Suspension,Total,1
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E10000030,Surrey,936,Placement Reason,Medical condition (mental health need),Total,136
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E10000030,Surrey,936,Placement Reason,Medical condition (physical health need),Total,6
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E10000030,Surrey,936,Placement Reason,Off-site placement for behavioural support,Total,183
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E10000030,Surrey,936,Placement Reason,Other,Total,166
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E10000030,Surrey,936,Placement Reason,Permanent exclusion (where still going through the review process),Total,3
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E10000030,Surrey,936,Placement Reason,Suspension,Total,1
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E10000031,Warwickshire,937,Placement Reason,Medical condition (mental health need),Total,32
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E10000031,Warwickshire,937,Placement Reason,Medical condition (physical health need),Total,1
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E10000031,Warwickshire,937,Placement Reason,Off-site placement for behavioural support,Total,126
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E10000031,Warwickshire,937,Placement Reason,Other,Total,24
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E10000031,Warwickshire,937,Placement Reason,Permanent exclusion (where still going through the review process),Total,1
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E10000031,Warwickshire,937,Placement Reason,Suspension,Total,2
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E10000032,West Sussex,938,Placement Reason,Medical condition (mental health need),Total,40
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E10000032,West Sussex,938,Placement Reason,Medical condition (physical health need),Total,9
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E10000032,West Sussex,938,Placement Reason,Off-site placement for behavioural support,Total,165
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E10000032,West Sussex,938,Placement Reason,Other,Total,101
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E10000032,West Sussex,938,Placement Reason,Permanent exclusion (where still going through the review process),Total,6
202223,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E06000061,North Northamptonshire,940,Placement Reason,Medical condition (mental health need),Total,18
202223,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E06000061,North Northamptonshire,940,Placement Reason,Medical condition (physical health need),Total,2
202223,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E06000061,North Northamptonshire,940,Placement Reason,Off-site placement for behavioural support,Total,52
202223,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E06000061,North Northamptonshire,940,Placement Reason,Other,Total,22
202223,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E06000062,West Northamptonshire,941,Placement Reason,Medical condition (mental health need),Total,11
202223,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E06000062,West Northamptonshire,941,Placement Reason,Medical condition (physical health need),Total,5
202223,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E06000062,West Northamptonshire,941,Placement Reason,Off-site placement for behavioural support,Total,113
202223,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E06000062,West Northamptonshire,941,Placement Reason,Other,Total,20
202223,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E06000062,West Northamptonshire,941,Placement Reason,Suspension,Total,1
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000007,Camden,202,Total,Total,Education setting with URN,38
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000011,Greenwich,203,Total,Total,Education setting with URN,48
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000012,Hackney,204,Total,Total,Education setting with URN,73
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000013,Hammersmith and Fulham,205,Total,Total,Education setting with URN,18
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000019,Islington,206,Total,Total,Education setting with URN,51
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000020,Kensington and Chelsea,207,Total,Total,Education setting with URN,5
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000022,Lambeth,208,Total,Total,Education setting with URN,39
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000023,Lewisham,209,Total,Total,Education setting with URN,37
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000028,Southwark,210,Total,Total,Education setting with URN,46
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000030,Tower Hamlets,211,Total,Total,Education setting with URN,34
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000032,Wandsworth,212,Total,Total,Education setting with URN,25
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000033,Westminster,213,Total,Total,Education setting with URN,23
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000002,Barking and Dagenham,301,Total,Total,Education setting with URN,73
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000003,Barnet,302,Total,Total,Education setting with URN,99
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000004,Bexley,303,Total,Total,Education setting with URN,47
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000005,Brent,304,Total,Total,Education setting with URN,50
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000006,Bromley,305,Total,Total,Education setting with URN,81
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000008,Croydon,306,Total,Total,Education setting with URN,73
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000009,Ealing,307,Total,Total,Education setting with URN,40
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000010,Enfield,308,Total,Total,Education setting with URN,35
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000014,Haringey,309,Total,Total,Education setting with URN,35
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000015,Harrow,310,Total,Total,Education setting with URN,37
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000016,Havering,311,Total,Total,Education setting with URN,13
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000017,Hillingdon,312,Total,Total,Education setting with URN,16
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000018,Hounslow,313,Total,Total,Education setting with URN,49
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000021,Kingston upon Thames,314,Total,Total,Education setting with URN,29
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000024,Merton,315,Total,Total,Education setting with URN,27
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000025,Newham,316,Total,Total,Education setting with URN,84
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000026,Redbridge,317,Total,Total,Education setting with URN,36
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000027,Richmond upon Thames,318,Total,Total,Education setting with URN,36
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000029,Sutton,319,Total,Total,Education setting with URN,54
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000031,Waltham Forest,320,Total,Total,Education setting with URN,33
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000025,Birmingham,330,Total,Total,Education setting with URN,516
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000026,Coventry,331,Total,Total,Education setting with URN,17
